IDDIST;PROVINCIA;DISTRITO;antiguedad;nro_banios;nro_pisos;nro_cocheras;nro_dormitorios;estado_de_inmueble;precio_soles;latitud;longitud;area_constr_m2;area_total_m2
150104;Lima;Barranco;2;2;1;0;2;Bueno;190000;-12.135684;-77.0186854;110;110
150104;Lima;Barranco;2;2;3;1;3;A Remodelar;180000;-12.146664;-77.0187024;137;189
150108;Lima;Chorrillos;2;2;2;1;4;Bueno;210000;-12.1704058;-77.0187305;160;125
150122;Lima;Miraflores;3;5;3;4;5+;Bueno;535000;-12.13083282;-77.01874467;364;364
150122;Lima;Miraflores;3;5;2;4;5+;Bueno;980000;-12.12615121;-77.0188112;580;450
150131;Lima;SanIsidro;3;3;2;3;4;Bueno;1145000;-12.09124058;-77.01883006;400;435
150122;Lima;Miraflores;3;2;1;2;2;A Remodelar;350000;-12.13014412;-77.01883045;236;275
150122;Lima;Miraflores;1;5;3;5;5+;Excelente;1500000;-12.126812;-77.0188966;735;620
150122;Lima;Miraflores;3;5;3;0;5+;;1080000;-12.126812;-77.0188966;450;450
150122;Lima;Miraflores;3;3;2;3;4;Remodelado;720000;-12.1254668;-77.0189077;343;343
150122;Lima;Miraflores;2;5;2;1;5+;Remodelado;980000;-12.1268276;-77.0189207;450;580
150122;Lima;Miraflores;2;3;3;0;3;Remodelado;185000;-12.12387451;-77.01892663;90;90
150122;Lima;Miraflores;3;3;3;2;3;Excelente;525000;-12.1256218;-77.0189785;236;236
150122;Lima;Miraflores;6;2;2;0;3;Bueno;400000;-12.12563872;-77.01898808;220;140
150108;Lima;Chorrillos;3;3;3;0;3;Excelente;190000;-12.17070367;-77.01908924;210;126
150104;Lima;Barranco;6;2;2;0;2;Remodelado;180000;-12.14598014;-77.01910615;121;121
150122;Lima;Miraflores;3;3;1;0;4;Muy bueno;1250000;-12.1221885;-77.0191921;300;506
150108;Lima;Chorrillos;3;5;2;2;5+;A Remodelar;200000;-12.21090983;-77.01936267;250;250
150106;Lima;Carabayllo;1;2;2;1;4;A Remodelar;115000;-11.8756556;-77.0193767;150;225
150122;Lima;Miraflores;3;5;3;3;3;;1590000;-12.1231441;-77.0193906;560;404
150122;Lima;Miraflores;3;2;3;2;3;Remodelado;525000;-12.124744;-77.019443;236;154
150122;Lima;Miraflores;5;3;3;2;3;Bueno;520000;-12.12554781;-77.01944412;236;153
150122;Lima;Miraflores;1;5;2;3;4;Muy bueno;1100000;-12.1302528;-77.0194453;400;400
150115;Lima;LaVictoria;5;5;4;1;5+;Excelente;430000;-12.0797689;-77.0194467;520;160
150122;Lima;Miraflores;4;3;2;1;4;A Remodelar;525000;-12.1255798;-77.0195057;255;255
150104;Lima;Barranco;3;2;2;0;3;Regular;120000;-12.1528593;-77.0195213;110;1
150141;Lima;Surquillo;3;4;3;4;4;;380000;-12.103186;-77.0195477;182;182
150131;Lima;SanIsidro;5;3;2;2;3;A Remodelar;790000;-12.0904434;-77.0196144;198;313
150104;Lima;Barranco;3;2;2;1;4;Bueno;290000;-12.146814;-77.0196264;200;131
150104;Lima;Barranco;6;2;3;0;2;Bueno;160000;-12.146814;-77.0196264;68;68
150122;Lima;Miraflores;3;4;2;2;5+;A Remodelar;800000;-12.12659968;-77.01964535;378;378
150122;Lima;Miraflores;3;4;2;3;5+;A Remodelar;730000;-12.12058896;-77.01974028;620;450
150122;Lima;Miraflores;6;5;3;2;5+;Bueno;1250000;-12.13137;-77.019747;329;349
150122;Lima;Miraflores;5;4;3;2;3;;1200000;-12.124467;-77.019761;370;270
150122;Lima;Miraflores;2;5;3;1;5+;;1100000;-12.12985339;-77.01977313;600;324
150104;Lima;Barranco;3;3;3;1;3;Muy bueno;230000;-12.1350536;-77.0198372;133;133
150122;Lima;Miraflores;2;5;3;3;3;Excelente;1290000;-12.12501094;-77.01987845;559;559
150131;Lima;SanIsidro;7;3;3;0;3;Muy bueno;2500000;-12.0990888;-77.0199169;1143;466
150104;Lima;Barranco;9;5;2;2;5+;Excelente;2800000;-12.14446703;-77.01994924;500;635
150122;Lima;Miraflores;3;2;3;3;3;Remodelado;1290000;-12.12338135;-77.02002883;560;404
150122;Lima;Miraflores;5;4;2;2;3;;1200000;-12.128747;-77.020061;400;370
150115;Lima;LaVictoria;3;1;1;0;2;;85000;-12.061073;-77.0200702;42;42
150141;Lima;Surquillo;3;3;3;1;3;Excelente;330000;-12.1133476;-77.0200721;173;173
150122;Lima;Miraflores;3;5;3;2;3;;1260000;-12.12333415;-77.02010393;559;406
150104;Lima;Barranco;3;4;2;2;4;Muy bueno;380000;-12.1416769;-77.0201626;300;300
150131;Lima;SanIsidro;3;5;3;2;5+;Bueno;880000;-12.1004356;-77.020182;360;360
150131;Lima;SanIsidro;3;5;3;5;4;Excelente;760000;-12.1013183;-77.020225;400;448
150122;Lima;Miraflores;2;3;3;1;5+;A Remodelar;850000;-12.1260255;-77.0202552;510;365
150122;Lima;Miraflores;4;3;3;2;3;A Remodelar;515000;-12.1260255;-77.0202552;236;153
150122;Lima;Miraflores;3;5;3;3;4;Muy bueno;785000;-12.1287329;-77.0203059;468;303
150131;Lima;SanIsidro;3;4;3;4;5+;Bueno;799000;-12.10113732;-77.02030778;300;448
150115;Lima;LaVictoria;3;3;3;4;3;;140000;-12.0754346;-77.0203234;113;113
150108;Lima;Chorrillos;1;5;2;4;5+;;998000;-12.1659655;-77.0203319;500;1185
150131;Lima;SanIsidro;4;2;4;4;5+;Muy bueno;765000;-12.09939528;-77.0203577;468;363
150122;Lima;Miraflores;6;2;2;1;3;Muy bueno;460000;-12.1218593;-77.0205453;218;218
150117;Lima;LosOlivos;3;1;2;0;3;;132000;-11.9868591;-77.0205793;120;120
150122;Lima;Miraflores;3;3;3;2;4;Remodelado;850000;-12.1273132;-77.0205958;420;235
150108;Lima;Chorrillos;3;4;2;2;3;;1200000;-12.1922283;-77.0206614;350;1000
150122;Lima;Miraflores;5;4;2;2;4;Excelente;840000;-12.12703223;-77.02066215;420;420
150122;Lima;Miraflores;2;3;3;2;4;Excelente;850000;-12.12706247;-77.02069241;420;235
150131;Lima;SanIsidro;3;5;3;1;5+;Remodelado;799000;-12.10042334;-77.02070102;516;363
150122;Lima;Miraflores;4;5;3;3;4;Excelente;960000;-12.12920821;-77.02073949;480;438
150122;Lima;Miraflores;2;3;3;2;4;Remodelado;780000;-12.1261492;-77.0207771;450;300
150131;Lima;SanIsidro;3;5;3;2;5+;;880000;-12.098619;-77.020818;360;360
150115;Lima;LaVictoria;4;3;2;1;5+;Remodelado;650000;-12.0879567;-77.0208249;320;176
150131;Lima;SanIsidro;7;5;3;4;4;Muy bueno;3500000;-12.1357771;-77.0208694;819;420
150122;Lima;Miraflores;6;2;2;2;4;Muy bueno;750000;-12.1211271;-77.02093828;255;330
150122;Lima;Miraflores;4;2;2;1;4;Muy bueno;545000;-12.1311068;-77.02097297;257;212
150104;Lima;Barranco;4;3;3;2;4;;450000;-12.1329612;-77.0210393;210;155
150122;Lima;Miraflores;3;3;2;2;3;A Remodelar;1150000;-12.12879915;-77.02109098;497;497
150122;Lima;Miraflores;3;3;3;0;4;A Remodelar;690000;-12.1312623;-77.0211514;360;370
150122;Lima;Miraflores;6;4;3;2;4;Muy bueno;545000;-12.1312623;-77.0211514;212;212
150122;Lima;Miraflores;6;2;3;2;4;;545000;-12.13133917;-77.02117741;212;212
150122;Lima;Miraflores;3;5;3;3;3;;1590000;-12.1305318;-77.0211822;500;405
150122;Lima;Miraflores;3;5;3;2;3;;690000;-12.1305318;-77.0211822;391;200
150122;Lima;Miraflores;2;4;2;4;5+;Bueno;650000;-12.1221345;-77.0211822;380;300
150122;Lima;Miraflores;5;3;2;3;5+;Bueno;1150000;-12.12841309;-77.02119292;496;497
150108;Lima;Chorrillos;3;2;2;2;4;Bueno;208000;-12.2093346;-77.0211983;119;168
150122;Lima;Miraflores;9;3;4;2;5+;Excelente;850000;-12.12665168;-77.02127544;235;420
150122;Lima;Miraflores;3;4;3;3;3;;1900000;-12.1270136;-77.0213491;560;560
150122;Lima;Miraflores;3;4;3;3;3;;1290000;-12.1270136;-77.0213491;559;404
150122;Lima;Miraflores;3;3;3;4;3;Muy bueno;1290000;-12.1270136;-77.0213491;560;400
150122;Lima;Miraflores;1;5;4;3;4;Muy bueno;880000;-12.12345708;-77.02136065;477;241
150122;Lima;Miraflores;2;4;3;0;5+;;649000;-12.1216182;-77.0213621;215;215
150122;Lima;Miraflores;2;3;2;2;3;Muy bueno;1138500;-12.12509764;-77.02142602;300;473
150122;Lima;Miraflores;7;2;1;1;4;Bueno;318000;-12.12001648;-77.02146842;170;212
150122;Lima;Miraflores;4;3;2;2;4;Bueno;590000;-12.1270684;-77.0215362;300;270
150122;Lima;Miraflores;3;4;2;2;4;Remodelado;590000;-12.1274227;-77.02154529;346;275
150122;Lima;Miraflores;4;5;2;1;5+;Bueno;1200000;-12.1338727;-77.0217278;608;329
150104;Lima;Barranco;6;3;2;0;4;A Remodelar;450000;-12.1557935;-77.0219259;220;229
150106;Lima;Carabayllo;2;2;2;1;3;Bueno;75000;-11.88413087;-77.02194044;220;220
150115;Lima;LaVictoria;3;2;2;0;4;;165000;-12.0739481;-77.02203262;165;110
150122;Lima;Miraflores;6;3;2;1;4;Muy bueno;1150000;-12.127856;-77.0220381;490;497
150104;Lima;Barranco;3;1;1;0;2;;345000;-12.1476159;-77.0220557;110;110
150104;Lima;Barranco;1;5;3;5;5+;Remodelado;489000;-12.1411508;-77.0221186;511;788
150115;Lima;LaVictoria;3;4;4;0;5+;;220000;-12.0667749;-77.02214305;425;110
150122;Lima;Miraflores;3;5;3;5;5+;A Remodelar;1200000;-12.1298193;-77.0222463;485;461
150122;Lima;Miraflores;5;5;2;4;5+;Bueno;980000;-12.1298193;-77.0222463;424;424
150108;Lima;Chorrillos;3;2;1;1;3;Muy bueno;180000;-12.17369726;-77.02227415;145;155
150122;Lima;Miraflores;3;5;2;4;5+;Excelente;850000;-12.1235525;-77.0223123;608;577
150106;Lima;Carabayllo;2;3;2;0;3;;220000;-11.8888408;-77.0223285;200;260
150104;Lima;Barranco;1;3;2;2;3;Bueno;400000;-12.148396;-77.022389;146;150
150104;Lima;Barranco;3;3;3;0;3;A Remodelar;239000;-12.15595823;-77.02244836;205;116
150122;Lima;Miraflores;4;5;3;1;5+;Remodelado;670000;-12.12946;-77.022509;335;244
150104;Lima;Barranco;3;4;2;2;5+;;360000;-12.15501176;-77.02250997;210;210
150115;Lima;LaVictoria;4;3;3;0;5+;Remodelado;190000;-12.0866886;-77.0225362;173;173
150122;Lima;Miraflores;1;3;2;2;3;Bueno;400000;-12.1491861;-77.0225437;146;150
150122;Lima;Miraflores;3;4;3;1;5+;A Remodelar;570000;-12.13263812;-77.02264994;355;244
150122;Lima;Miraflores;3;5;3;0;5+;Bueno;980000;-12.1263318;-77.022704;500;450
150104;Lima;Barranco;5;5;2;5;5+;Remodelado;2550000;-12.14571263;-77.02277178;689;1029
150122;Lima;Miraflores;5;3;2;2;3;A Remodelar;648999;-12.1217239;-77.0228021;213;213
150108;Lima;Chorrillos;8;4;3;2;3;Muy bueno;198000;-12.1563038;-77.0228167;280;280
150104;Lima;Barranco;1;4;3;1;5+;A Remodelar;490000;-12.1557047;-77.022912;300;150
150122;Lima;Miraflores;4;2;2;0;4;Bueno;430000;-12.1345473;-77.02306506;279;279
150104;Lima;Barranco;6;1;2;1;4;A Remodelar;450000;-12.15624165;-77.02313705;230;212
150104;Lima;Barranco;3;3;2;2;3;Bueno;410000;-12.14782394;-77.02315971;145;150
150108;Lima;Chorrillos;4;3;3;2;5+;Bueno;800000;-12.1649303;-77.0233415;300;530
150131;Lima;SanIsidro;3;1;2;3;5+;A Remodelar;695000;-12.09941688;-77.0233655;258;384
150106;Lima;Carabayllo;1;4;3;0;5+;Remodelado;160000;-11.8818631;-77.0233781;500;201
150106;Lima;Carabayllo;4;2;1;3;3;Muy bueno;86000;-11.8818631;-77.0233781;150;180
150131;Lima;SanIsidro;3;4;3;2;4;;970000;-12.10318972;-77.02343139;473;473
150131;Lima;SanIsidro;3;4;2;4;4;Muy bueno;1100000;-12.10135214;-77.0234322;360;450
150131;Lima;SanIsidro;3;4;2;4;4;Muy bueno;1100000;-12.10091154;-77.02343936;360;450
150104;Lima;Barranco;6;5;2;2;5+;A Remodelar;3900000;-12.14688013;-77.02348571;500;951
150131;Lima;SanIsidro;4;5;2;3;5+;Bueno;670000;-12.09915858;-77.02352965;381;384
150131;Lima;SanIsidro;3;4;2;3;5+;A Remodelar;695000;-12.09964767;-77.02357471;258;384
150108;Lima;Chorrillos;3;4;2;1;5+;Muy bueno;210000;-12.17403107;-77.02364904;180;200
150122;Lima;Miraflores;3;5;2;4;5+;Muy bueno;1120000;-12.11982588;-77.02373675;350;343
150131;Lima;SanIsidro;4;3;2;3;4;Muy bueno;760000;-12.1000797;-77.0237857;381;384
150122;Lima;Miraflores;3;3;3;2;4;A Remodelar;620000;-12.12202413;-77.02380681;300;203
150141;Lima;Surquillo;3;3;3;2;5+;Muy bueno;580000;-12.10460762;-77.02409992;300;200
150101;Lima;CercadoDeLima;5;2;2;0;3;A Remodelar;200000;-12.0505673;-77.0242558;180;219
150108;Lima;Chorrillos;4;3;2;3;4;Regular;1500000;-12.16435565;-77.02434182;120;426
150131;Lima;SanIsidro;4;5;3;2;5+;;880000;-12.0970991;-77.024444;645;384
150104;Lima;Barranco;3;4;2;4;3;A Remodelar;750000;-12.14242821;-77.02448376;308;339
150131;Lima;SanIsidro;3;5;2;1;5+;Bueno;635000;-12.0998921;-77.0244943;370;356
150131;Lima;SanIsidro;3;3;3;1;5+;;950000;-12.0984294;-77.024544;350;384
150122;Lima;Miraflores;2;4;3;0;5+;Excelente;412000;-12.12371082;-77.02471728;203;203
150104;Lima;Barranco;6;5;2;2;5+;A Remodelar;3900000;-12.1436486;-77.02477;789;951
150131;Lima;SanIsidro;7;3;2;4;3;Muy bueno;1700000;-12.0992152;-77.024781;519;505
150131;Lima;SanIsidro;5;4;2;4;3;;1700000;-12.0992152;-77.024781;520;505
150131;Lima;SanIsidro;4;3;2;2;5+;;1520000;-12.0992152;-77.024781;550;608
150131;Lima;SanIsidro;4;3;2;2;4;Muy bueno;1470000;-12.0992152;-77.024781;350;420
150131;Lima;SanIsidro;5;4;3;1;3;Muy bueno;1200000;-12.0992152;-77.024781;317;317
150131;Lima;SanIsidro;8;3;3;0;5+;A Remodelar;1100000;-12.0992152;-77.024781;308;308
150131;Lima;SanIsidro;1;3;2;0;4;;590000;-12.0992152;-77.024781;345;345
150131;Lima;SanIsidro;3;4;2;4;4;Muy bueno;1100000;-12.0997436;-77.0248198;450;450
150122;Lima;Miraflores;3;5;4;0;5+;Muy bueno;259000;-12.12199923;-77.02490571;245;245
150131;Lima;SanIsidro;3;3;2;2;4;A Remodelar;1320000;-12.103376;-77.0250304;350;420
150106;Lima;Carabayllo;1;5;2;3;5+;Excelente;130000;-11.89081918;-77.02507028;400;400
150115;Lima;LaVictoria;4;1;2;0;3;A Remodelar;110000;-12.0794659;-77.0250877;101;202
150131;Lima;SanIsidro;3;5;2;5;5+;Excelente;1250000;-12.0969508;-77.0251166;425;425
150131;Lima;SanIsidro;4;3;2;3;5+;A Remodelar;695000;-12.0969508;-77.0251166;258;384
150131;Lima;SanIsidro;1;4;3;4;4;;950000;-12.1018322;-77.0252393;557;384
150131;Lima;SanIsidro;3;5;2;4;5+;Muy bueno;3800000;-12.0939675;-77.0255494;1500;900
150131;Lima;SanIsidro;4;5;3;2;5+;Muy bueno;685000;-12.1041827;-77.0255746;410;358
150128;Lima;Rimac;3;1;1;0;3;Bueno;120000;-12.0361672;-77.025875;136;136
150101;Lima;CercadoDeLima;2;4;3;3;5+;Remodelado;360000;-12.0982891;-77.0262623;271;150
150122;Lima;Miraflores;2;3;2;4;4;;1050000;-12.13034623;-77.02632526;350;301
150122;Lima;Miraflores;3;2;3;1;5+;;770000;-12.1289143;-77.0264348;188;188
150114;Lima;LaMolina;3;5;3;4;5+;Remodelado;730000;-12.0910732;-77.0265423;300;349
150140;Lima;SantiagoDeSurco;2;1;1;3;2;;215000;-12.1663142;-77.0265594;60;126
150122;Lima;Miraflores;4;2;2;0;4;Muy bueno;430000;-12.1244769;-77.0266515;153;153
150115;Lima;LaVictoria;2;3;3;0;5+;Bueno;159000;-12.0822429;-77.0266711;165;165
150101;Lima;CercadoDeLima;6;1;2;0;1;;355000;-12.016045;-77.0268212;194;194
150122;Lima;Miraflores;3;3;3;0;3;;185000;-12.11201784;-77.02689945;134;61
150116;Lima;Lince;2;5;3;2;4;Excelente;380000;-12.0888396;-77.0269167;195;195
150114;Lima;LaMolina;1;4;2;4;4;;2500000;-11.844269;-77.0269403;700;1200
150114;Lima;LaMolina;1;5;2;4;4;;1780000;-11.844269;-77.0269403;700;1190
150108;Lima;Chorrillos;1;4;2;5;4;;950000;-12.1662195;-77.0270491;620;1195
150122;Lima;Miraflores;6;2;3;0;2;A Remodelar;190000;-12.11334971;-77.02711581;130;62
150132;Lima;SanJuanDeLurigancho;2;3;3;2;5+;Bueno;230000;-12.0282356;-77.0271402;328;135
150141;Lima;Surquillo;3;4;3;2;5+;Muy bueno;950000;-12.1022853;-77.0272458;400;368
150131;Lima;SanIsidro;4;3;4;2;4;Muy bueno;748000;-12.0941511;-77.0273205;367;211
150122;Lima;Miraflores;4;2;2;2;4;Bueno;570000;-12.112518;-77.0273885;336;264
150122;Lima;Miraflores;1;4;3;2;4;;890000;-12.12859461;-77.02750683;272;197
150122;Lima;Miraflores;1;4;3;2;4;Bueno;880000;-12.128873;-77.027518;272;200
150108;Lima;Chorrillos;1;3;2;1;5+;Excelente;175000;-12.19691204;-77.02756451;224;160
150115;Lima;LaVictoria;3;2;3;1;3;;210000;-12.07078011;-77.02764782;350;100
150140;Lima;SantiagoDeSurco;2;4;2;5;5+;Excelente;1560000;-12.1205159;-77.0278252;461;1306
150122;Lima;Miraflores;5;3;2;3;5+;Muy bueno;680000;-12.10845304;-77.02782598;288;335
150122;Lima;Miraflores;6;5;2;1;5+;;670000;-12.1198894;-77.0278939;374;272
150122;Lima;Miraflores;3;5;3;0;5+;;700000;-12.1111611;-77.0280179;750;250
150140;Lima;SantiagoDeSurco;3;3;3;2;3;;595000;-12.0963327;-77.0280721;300;250
150116;Lima;Lince;2;2;2;4;4;A Remodelar;800000;-12.09269556;-77.02867071;400;312
150131;Lima;SanIsidro;4;2;3;2;3;Remodelado;500000;-12.0965496;-77.0287384;330;200
150140;Lima;SantiagoDeSurco;1;4;2;4;3;Bueno;1200000;-12.1008172;-77.0288513;500;630
150130;Lima;SanBorja;2;5;2;4;5+;Bueno;1190000;-12.1008172;-77.0288513;303;592
150131;Lima;SanIsidro;4;3;3;2;5+;Bueno;850000;-12.1008172;-77.0288513;344;344
150122;Lima;Miraflores;3;5;2;0;5+;;1380000;-12.1165969;-77.0291089;250;457
150110;Lima;Comas;3;5;2;1;5+;;78000;-11.91421288;-77.02923793;220;180
150131;Lima;SanIsidro;3;5;3;3;4;Muy bueno;480000;-12.09898645;-77.02932873;250;250
150122;Lima;Miraflores;4;1;2;0;2;Bueno;410000;-12.12465009;-77.02936352;187;187
150114;Lima;LaMolina;2;3;3;1;3;Bueno;370000;-12.1011755;-77.0294076;310;240
150122;Lima;Miraflores;4;2;1;0;1;Bueno;189000;-12.125507;-77.0294125;90;93
150122;Lima;Miraflores;1;3;2;2;3;Muy bueno;795000;-12.1206544;-77.0294397;240;310
150122;Lima;Miraflores;4;3;3;2;4;Bueno;680000;-12.1206544;-77.0294397;210;210
150108;Lima;Chorrillos;3;5;3;0;5+;Bueno;380000;-12.1681321;-77.02951343;200;200
150131;Lima;SanIsidro;3;3;3;3;4;;500000;-12.0973416;-77.0295722;231;171
150122;Lima;Miraflores;3;4;3;2;4;Bueno;610000;-12.1287191;-77.0296084;450;190
150122;Lima;Miraflores;4;5;3;3;5+;Regular;1200000;-12.1206102;-77.0296393;340;475
150122;Lima;Miraflores;2;4;2;3;3;Bueno;880000;-12.1206102;-77.0296393;419;399
150131;Lima;SanIsidro;2;5;3;3;4;Bueno;750000;-12.0958442;-77.0296474;450;325
150131;Lima;SanIsidro;3;2;3;0;4;Remodelado;670000;-12.0958442;-77.0296474;225;225
150131;Lima;SanIsidro;3;3;3;4;3;Remodelado;350000;-12.0958442;-77.0296474;122;122
150122;Lima;Miraflores;3;2;3;3;5+;Bueno;580000;-12.1287372;-77.02965;350;192
150131;Lima;SanIsidro;4;4;3;2;5+;Muy bueno;1540000;-12.1010018;-77.0296554;350;350
150106;Lima;Carabayllo;1;1;2;1;1;Bueno;130000;-11.88939369;-77.02978807;160;160
150122;Lima;Miraflores;6;4;3;5;3;Remodelado;720000;-12.1291615;-77.0298449;350;218
150140;Lima;SantiagoDeSurco;1;3;2;2;4;Bueno;510000;-12.1311488;-77.0300388;270;300
150106;Lima;Carabayllo;1;5;2;1;2;Regular;89000;-11.8915644;-77.0300673;60;200
150106;Lima;Carabayllo;1;3;1;1;3;Muy bueno;95000;-11.87765014;-77.03007975;100;120
150122;Lima;Miraflores;4;3;2;3;4;A Remodelar;619000;-12.1246781;-77.0301116;279;364
150122;Lima;Miraflores;3;3;3;1;4;;570000;-12.11246232;-77.03013226;280;265
150122;Lima;Miraflores;5;5;3;1;4;Remodelado;490000;-12.11476217;-77.03032607;274;147
150122;Lima;Miraflores;6;5;2;1;5+;Bueno;750000;-12.1106152;-77.0303475;385;358
150131;Lima;SanIsidro;3;2;2;0;3;Muy bueno;850000;-12.1004617;-77.030455;480;300
150103;Lima;Ate;3;2;2;1;4;;219843;-11.998985;-77.030542;97;184
150131;Lima;SanIsidro;4;4;3;3;5+;Muy bueno;598000;-12.09642386;-77.03054356;225;225
150131;Lima;SanIsidro;3;4;3;2;5+;Muy bueno;780000;-12.0922802;-77.0305441;341;411
150131;Lima;SanIsidro;3;3;3;4;5+;Bueno;649000;-12.0922802;-77.0305441;364;361
150131;Lima;SanIsidro;3;3;2;4;3;Remodelado;690000;-12.0994328;-77.0306386;180;225
150122;Lima;Miraflores;7;5;2;5;5+;Remodelado;4500000;-12.10807795;-77.030657;583;1300
150106;Lima;Carabayllo;3;5;3;1;5+;Excelente;207000;-11.87845798;-77.03075229;550;200
150131;Lima;SanIsidro;3;3;3;2;3;Regular;465000;-12.0978513;-77.0308951;300;200
150106;Lima;Carabayllo;3;4;2;1;4;Muy bueno;120000;-11.88147716;-77.03092736;180;200
150122;Lima;Miraflores;7;2;3;0;3;Remodelado;505000;-12.11325228;-77.03104398;196;110
150115;Lima;LaVictoria;3;2;3;2;3;;290000;-12.0920657;-77.0310537;200;140
150122;Lima;Miraflores;7;2;1;2;3;Bueno;2642400;-12.12745542;-77.0310675;386;734
150128;Lima;Rimac;3;5;4;0;5+;;130000;-12.0229815;-77.0311704;240;60
150131;Lima;SanIsidro;3;2;1;1;3;;300000;-12.0987129;-77.0312328;155;221
150122;Lima;Miraflores;2;4;3;3;5+;Excelente;550000;-12.11313489;-77.03130986;330;330
150122;Lima;Miraflores;3;3;2;3;5+;Excelente;710000;-12.1104462;-77.0313549;321;321
150131;Lima;SanIsidro;3;5;4;4;5+;Excelente;440000;-12.091278;-77.03143;280;100
150122;Lima;Miraflores;1;5;3;0;5+;Muy bueno;1500000;-12.111062;-77.0315913;904;495
150122;Lima;Miraflores;1;4;3;1;3;Remodelado;930000;-12.111062;-77.0315913;250;250
150122;Lima;Miraflores;4;3;3;2;5+;;760000;-12.111062;-77.0315913;421;337
150140;Lima;SantiagoDeSurco;2;3;2;4;4;;725000;-12.111062;-77.0315913;280;343
150122;Lima;Miraflores;4;3;2;2;4;Remodelado;720000;-12.111062;-77.0315913;320;250
150122;Lima;Miraflores;6;4;2;2;4;Remodelado;630000;-12.111062;-77.0315913;350;320
150122;Lima;Miraflores;3;3;3;2;4;;595000;-12.111062;-77.0315913;316;220
150114;Lima;LaMolina;1;5;2;5;5+;;3950000;-12.1192432;-77.0316267;1300;3100
150140;Lima;SantiagoDeSurco;1;5;2;3;4;Muy bueno;1700000;-12.1193724;-77.0316335;450;1080
150122;Lima;Miraflores;3;5;2;1;3;;1350000;-12.1310142;-77.0316528;480;480
150122;Lima;Miraflores;3;2;3;1;4;Excelente;295000;-12.10985637;-77.03167776;172;172
150116;Lima;Lince;4;5;1;0;5+;;425000;-12.0808483;-77.0316796;250;250
150108;Lima;Chorrillos;9;3;2;2;3;Remodelado;980000;-12.1658567;-77.0317985;350;510
150140;Lima;SantiagoDeSurco;1;3;3;2;5+;Muy bueno;510000;-12.0810002;-77.0318492;250;250
150101;Lima;CercadoDeLima;3;5;3;0;4;;190000;-12.05890158;-77.03191171;180;63
150131;Lima;SanIsidro;3;3;2;0;4;A Remodelar;998000;-12.09433571;-77.03196034;420;420
150140;Lima;SantiagoDeSurco;3;4;2;3;3;Muy bueno;2500000;-12.1215756;-77.0319849;500;1500
150122;Lima;Miraflores;3;2;2;1;3;;240000;-12.1096803;-77.0319946;208;208
150116;Lima;Lince;3;2;3;0;5+;;200000;-12.0810567;-77.0320184;205;205
150106;Lima;Carabayllo;2;2;3;2;5+;Remodelado;103000;-11.89686018;-77.03212353;180;270
150128;Lima;Rimac;3;3;3;0;5+;;90000;-12.0337632;-77.0321374;150;55
150110;Lima;Comas;2;2;2;2;5+;Remodelado;99000;-11.8970622;-77.03213986;180;120
150131;Lima;SanIsidro;3;3;2;4;4;;1500000;-12.0988823;-77.0322578;492;492
150131;Lima;SanIsidro;3;4;2;4;5+;A Remodelar;950000;-12.0924295;-77.0322677;219;311
150122;Lima;Miraflores;3;3;3;2;5+;Bueno;480000;-12.1193063;-77.0323351;230;150
150131;Lima;SanIsidro;3;4;3;2;5+;Remodelado;690000;-12.1021335;-77.03248947;360;187
150101;Lima;CercadoDeLima;2;3;3;2;3;Bueno;390000;-12.07425429;-77.03258743;212;108
150106;Lima;Carabayllo;3;3;2;1;4;Muy bueno;160000;-11.88070899;-77.03267914;280;120
150128;Lima;Rimac;3;3;3;0;5+;;285000;-12.0247553;-77.0326981;250;260
150106;Lima;Carabayllo;3;5;2;1;5+;;160000;-11.89471469;-77.03279045;160;160
150122;Lima;Miraflores;4;4;2;3;3;Bueno;825000;-12.1080354;-77.0328066;275;275
150106;Lima;Carabayllo;1;5;3;1;5+;Muy bueno;162000;-11.88067583;-77.033083;251;251
150131;Lima;SanIsidro;8;4;2;2;3;;1650000;-12.10447273;-77.03318271;380;300
150128;Lima;Rimac;2;4;3;0;5+;Remodelado;150000;-12.025239;-77.0332342;260;270
150122;Lima;Miraflores;3;3;3;2;3;Muy bueno;1650000;-12.1299071;-77.0332367;331;233
150122;Lima;Miraflores;4;2;2;0;4;Muy bueno;225000;-12.1299071;-77.0332367;126;87
150128;Lima;Rimac;5;2;2;0;3;Bueno;180000;-12.0242844;-77.0332757;200;210
150101;Lima;CercadoDeLima;7;5;2;0;5+;Regular;502000;-12.07635043;-77.03330834;200;467
150131;Lima;SanIsidro;9;3;2;3;3;Bueno;1800000;-12.104746;-77.03331113;360;300
150131;Lima;SanIsidro;8;4;2;2;3;;1700000;-12.1048516;-77.0334505;360;330
150131;Lima;SanIsidro;4;3;2;2;4;A Remodelar;1080450;-12.1048516;-77.0334505;262;309
150122;Lima;Miraflores;3;3;3;3;5+;Bueno;610000;-12.127446;-77.033515;450;190
150128;Lima;Rimac;3;5;3;0;3;;250000;-12.02616774;-77.03359356;470;470
150131;Lima;SanIsidro;4;3;2;2;3;;1100000;-12.1112003;-77.0335998;420;317
150131;Lima;SanIsidro;5;4;3;2;5+;;1500000;-12.1055232;-77.03365614;467;467
150131;Lima;SanIsidro;5;4;2;4;3;Muy bueno;2800000;-12.1012502;-77.0336802;550;791
